business_id,business_name,city,state,postal_code,stars,categories,review_count,total_hh,avg_income,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,GoodForKids,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,Alcohol_'beer_and_wine',Alcohol_'full_bar',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_'formal',WiFi_'free',WiFi_'paid',RestaurantsPriceRange_1,RestaurantsPriceRange_3,RestaurantsPriceRange_4,pos,neg,neu
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,Saint Petersburg,FL,33709,4.5,"Restaurants, Sandwiches",99,10305,56349,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.3573106796116505,0.04729126213592232,0.5954174757281554
xJyp6RLqNRv3tSu6njPKxQ,World of Beer,Exton,PA,19341,3.0,"Nightlife, Pubs, American (Traditional), Restaurants, Bars",208,7825,135072,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3077302325581396,0.07145581395348836,0.6208372093023256
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,Odessa,FL,33556,4.0,"Restaurants, Mexican, American (Traditional)",82,8310,158971,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.3819540229885057,0.05080459770114942,0.5672413793103448
dChRGpit9fM_kZK5pafNyA,The Love,Philadelphia,PA,19103,4.0,"Restaurants, American (New), Breakfast & Brunch, Burgers",618,15765,134268,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.3894314960629921,0.03976850393700787,0.5708094488188976
od6skmfXz9twktEAuJHEmw,Ryan Christopher,Narberth,PA,19072,4.0,"American (New), Restaurants",120,4121,209007,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.3655737704918033,0.042336065573770496,0.5921065573770491
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,Wesley Chapel,FL,33543,4.5,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",496,9822,99790,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0.3963712121212121,0.04083522727272727,0.5628030303030304
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,Philadelphia,PA,19126,4.5,"Korean, Restaurants",351,5854,65851,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3340027855153203,0.04275208913649025,0.6232033426183844
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,Tampa,FL,33602,4.0,"Sandwiches, Cafes, Burgers, Food, Restaurants",6,8599,109306,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4231666666666667,0.05783333333333333,0.519
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,Philadelphia,PA,19147,4.0,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",604,18239,128426,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.35204,0.045952,0.6020096
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,Philadelphia,PA,19114,4.0,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",80,13032,80138,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.31787058823529407,0.06130588235294118,0.6208470588235294
CPgWuWGZ4v2sZr5_-1kluw,Checkers,Philadelphia,PA,19121,2.0,"Restaurants, Fast Food, Burgers",21,12162,45509,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.1777142857142857,0.178,0.6442857142857142
dIpTuL2T1L98GQGU17IeSw,The Bricks,Tampa,FL,33605,4.0,"Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian",548,7585,39770,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.37024285714285715,0.04782142857142857,0.5819178571428572
0sr1EyOc6Td1C-962QW88w,La Cucina Italian Eatery,Conshohocken,PA,19428,4.0,"Italian, American (Traditional), Pizza, Restaurants, Cheesesteaks",44,8479,122717,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.3245454545454545,0.06556818181818182,0.6098863636363636
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,Hernando Beach,FL,34607,4.0,"Nightlife, Seafood, Bars, Restaurants, American (Traditional)",214,3841,67338,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3946517857142857,0.041312499999999995,0.5640044642857143
IbndcMURguByburM72o3SA,State Street Kitchen,Newtown,PA,18940,4.5,"Korean, American (Traditional), Sandwiches, Cheesesteaks, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",124,11515,176878,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3917615384615385,0.03310769230769231,0.5750923076923077
0l_njS4wGMadAk1b4nZRUA,Panera Bread,King of Prussia,PA,19406,2.5,"Restaurants, Bakeries, Cafes, Bagels, Food, Soup, Salad, Sandwiches, Breakfast & Brunch",58,11438,114751,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.24601666666666666,0.10454999999999999,0.6494333333333333
cm0bhBDPM3bjBefmEXa3BQ,Nudy's Cafe - Chadds Ford,Chadds Ford,PA,19317,3.5,"Breakfast & Brunch, Restaurants, American (Traditional)",63,3659,197674,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.335671875,0.064453125,0.599890625
3c9TiufCFT2yXXj3R08Vwg,Snellgroves Restaurant,Plant City,FL,33563,3.5,"Southern, American (New), Breakfast & Brunch, Restaurants",64,9967,56756,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.3338181818181818,0.055136363636363636,0.6110909090909091
uKEabBQrn0gLzvTppOrKIA,Casita Taqueria,Saint Petersburg,FL,33704,4.5,"Mexican, Restaurants",207,8038,145715,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.4037914691943128,0.04604265402843602,0.5501990521327014
8JEOmVGQffkr6xtn4vvplQ,Pita Kebob,Ruskin,FL,33570,4.0,"Kebab, Mediterranean, Middle Eastern, Lebanese, Restaurants, Greek, Food",142,9788,71811,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.38125827814569535,0.07162251655629139,0.5470794701986754
rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,Conshohocken,PA,19428,4.0,"Italian, Restaurants",135,8479,122717,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.35947517730496453,0.05302836879432624,0.5874893617021276
jsQQu9rVerR3OGxIa0hRQQ,Kelly's Taproom,Bryn Mawr,PA,19010,3.0,"Bars, Beer Bar, American (Traditional), Nightlife, Pubs, Burgers, Restaurants",63,7378,191504,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3018095238095238,0.09139682539682539,0.6068888888888889
sophKEDc2rBDe-cuOaJDkA,365 Caffe Italiano,Wesley Chapel,FL,33543,4.5,"Breakfast & Brunch, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Creperies, Gelato, Comfort Food, Sandwiches, Restaurants, Cafes",127,9822,99790,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.3939699248120301,0.04164661654135338,0.5643909774436091
dBCNUSbz5-8nQNrxWo5deg,Blue Sage Vegetarian Grille,Southampton,PA,18966,4.5,"Restaurants, Vegan, Vegetarian",572,13591,123059,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3688143100511073,0.04531345826235094,0.5858722316865417
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,Tampa,FL,33629,4.0,"Japanese, Sushi Bars, Food, Restaurants, Asian Fusion, Poke, Acai Bowls",325,10441,178207,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.35732173913043475,0.05025507246376812,0.5923942028985507
sWCCxY1-9B1FGlSVeQvnHg,CD Roma Restaurant,St Petersburg,FL,33710,4.0,"Restaurants, Wine Bars, Italian, Food, Sandwiches, Nightlife, Breweries, Bars, Pizza",125,14369,83121,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.3438045112781955,0.060255639097744354,0.5959548872180451
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,Philadelphia,PA,19143,4.0,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",301,24632,56396,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.34261093247588426,0.03991318327974277,0.6174630225080386
gl9APAes1BYYt_8UsDVsPg,Ted's Luncheonette,Largo,FL,33770,4.0,"Breakfast & Brunch, Restaurants",37,11561,66174,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.39435135135135135,0.034702702702702704,0.5709459459459459
LVteL0Rnh2E_yOFCLJUPhg,Double Decker Pizza - Media,Media,PA,19063,4.0,"Pizza, Seafood, Restaurants, Mexican, Italian, Burgers, Salad, Greek, Sandwiches",88,14697,134722,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.3343370786516854,0.053213483146067414,0.6123370786516854
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,Philadelphia,PA,19130,4.5,"Trinidadian, Caribbean, Restaurants, Seafood",138,14431,121662,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.3695785714285714,0.04122857142857143,0.5892
RrqRin8BYGrTlJbCDwtLzA,Wawa,Philadelphia,PA,19104,3.5,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",50,16508,46430,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.25132692307692306,0.08430769230769232,0.6644038461538462
rBE5TT_ndOOczNBrbRnJwA,Dio Modern Mediteranean,Tampa,FL,33602,4.0,"Greek, Restaurants, Mediterranean",325,8599,109306,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3582809667673716,0.0675226586102719,0.5741933534743202
oRZzKWdyMQld6N_y4UWkAg,Terra Sur Cafe,Tampa,FL,33624,4.0,"Latin American, Restaurants, Peruvian, Seafood",316,15043,89008,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.37228181818181816,0.04392727272727273,0.5837969696969697
dUctvEfHQccW_uxtRup2QQ,Tsunami Japanese Steakhouse,Saint Petersburg,FL,33710,3.0,"Steakhouses, Restaurants, Sushi Bars, Japanese",212,14369,83121,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.31482488479262677,0.07748387096774194,0.607663594470046
K5ffo0hkwhG33BDNQrJF6A,Slate Bleu Restaurant,Doylestown,PA,18901,4.0,"Restaurants, French",105,10486,133441,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.37249074074074073,0.049435185185185186,0.5780462962962963
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,Philadelphia,PA,19128,3.0,"Restaurants, Pizza",54,16980,95665,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.24527272727272728,0.11196363636363638,0.6427272727272727
H2nFgEFitRk7ltE8IRH0xA,Taco Bell,Tampa,FL,33609,2.5,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos",42,8497,140410,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.20049999999999998,0.1798095238095238,0.6197142857142857
T9n_LqUUhC2b1ALhg57Y5Q,Texas Roadhouse,Bensalem,PA,19020,4.0,"Steakhouses, Barbeque, Restaurants, American (Traditional), Food",240,21379,94744,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.3380941176470588,0.06394901960784313,0.5979803921568628
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,Philadelphia,PA,19111,4.5,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",116,24355,69823,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.4057563025210084,0.04107563025210084,0.553235294117647
Ea2hPSFazxXITET4f6ZJhw,Beef 'O' Brady's,Lutz,FL,33549,3.0,"American (Traditional), Pubs, Chicken Wings, Sports Bars, Sandwiches, Bars, Restaurants, Nightlife, Breakfast & Brunch",46,6883,93450,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.29998113207547167,0.07686792452830188,0.6232264150943396
joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,Wayne,PA,19087,4.5,"Restaurants, Pizza, Italian",126,11749,196760,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.4083875968992248,0.031224806201550385,0.5603798449612403
_HcAoG6Jj_XTj4-XNEbo6Q,Fuzzy's Taco Shop,Tampa,FL,33617,3.0,"Sports Bars, Breakfast & Brunch, Mexican, Nightlife, Tex-Mex, Restaurants, Sandwiches, Bars",172,19281,59581,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0.32482285714285714,0.06905142857142857,0.6061085714285714
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,Philadelphia,PA,19107,4.0,"Restaurants, Cajun/Creole",485,7823,91522,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.30620717131474107,0.08043027888446215,0.6133725099601594
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,Philadelphia,PA,19147,4.5,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",159,18239,128426,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.363079754601227,0.034024539877300614,0.6029141104294479
isbeaPln-E0DdffLRsuFhw,Francisco's On The River,Washington Crossing,PA,18977,4.0,"Specialty Food, Mediterranean, Restaurants, Italian, Food",109,1745,233722,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.3612792792792793,0.04236036036036036,0.5963693693693694
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,Philadelphia,PA,19118,3.0,"Breakfast & Brunch, Restaurants",151,4651,148898,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.32151315789473683,0.06477631578947368,0.613703947368421
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,Folsom,PA,19033,4.0,"Burgers, Restaurants",48,3007,97819,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.3718333333333333,0.058708333333333335,0.569375
QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,Media,PA,19063,3.5,"Restaurants, Fast Food, Sandwiches, Italian",192,14697,134722,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.3344778325123153,0.0581871921182266,0.6073448275862069
AaWmckcT3O1iQSAIUmzwUA,Basimo Beach Cafe,Clearwater,FL,33767,4.0,"Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Cafes, Coffee & Tea, Food",339,4049,143679,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.40339941690962106,0.03630320699708455,0.5602798833819241
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,Philadelphia,PA,19153,2.5,"Cheesesteaks, Restaurants",172,5382,58996,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.22583333333333333,0.10858620689655171,0.6655804597701149
E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,East Norriton,PA,19401,3.0,"Bowling, Sports Bars, Restaurants, Bars, Mexican, American (Traditional), Active Life, Pubs, Nightlife",69,16282,75523,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.30787323943661976,0.0795774647887324,0.6125492957746479
dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,Jenkintown,PA,19046,4.0,"Restaurants, Sandwiches, Breakfast & Brunch, Caterers, American (New), Comfort Food, Food Trucks, Event Planning & Services, American (Traditional), Food",277,7312,142602,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0.3358546712802768,0.051557093425605535,0.6126020761245675
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,West Chester,PA,19382,4.5,"Chinese, Restaurants, Asian Fusion, Japanese, Sushi Bars, Thai",78,20429,143574,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.46188888888888885,0.02019753086419753,0.5178765432098765
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,18917,4.0,"Restaurants, Pizza, Italian",96,960,87102,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3538703703703704,0.05137037037037037,0.59475
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,PA,19143,4.5,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",458,24632,56396,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3622436974789916,0.040911764705882356,0.5968277310924369
