business_id,business_name,city,state,postal_code,stars,categories,review_count,total_hh,avg_income,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,GoodForKids,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,Alcohol_'beer_and_wine',Alcohol_'full_bar',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_'formal',WiFi_'free',WiFi_'paid',RestaurantsPriceRange_1,RestaurantsPriceRange_3,RestaurantsPriceRange_4
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,Wesley Chapel,FL,33543,4.5,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",496,9822,99790,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,Philadelphia,PA,19126,4.5,"Korean, Restaurants",351,5854,65851,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,Tampa,FL,33602,4.0,"Sandwiches, Cafes, Burgers, Food, Restaurants",6,8599,109306,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,Philadelphia,PA,19147,4.0,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",604,18239,128426,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,Philadelphia,PA,19114,4.0,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",80,13032,80138,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
CPgWuWGZ4v2sZr5_-1kluw,Checkers,Philadelphia,PA,19121,2.0,"Restaurants, Fast Food, Burgers",21,12162,45509,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
dIpTuL2T1L98GQGU17IeSw,The Bricks,Tampa,FL,33605,4.0,"Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian",548,7585,39770,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
0sr1EyOc6Td1C-962QW88w,La Cucina Italian Eatery,Conshohocken,PA,19428,4.0,"Italian, American (Traditional), Pizza, Restaurants, Cheesesteaks",44,8479,122717,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,Hernando Beach,FL,34607,4.0,"Nightlife, Seafood, Bars, Restaurants, American (Traditional)",214,3841,67338,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
IbndcMURguByburM72o3SA,State Street Kitchen,Newtown,PA,18940,4.5,"Korean, American (Traditional), Sandwiches, Cheesesteaks, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",124,11515,176878,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0l_njS4wGMadAk1b4nZRUA,Panera Bread,King of Prussia,PA,19406,2.5,"Restaurants, Bakeries, Cafes, Bagels, Food, Soup, Salad, Sandwiches, Breakfast & Brunch",58,11438,114751,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
cm0bhBDPM3bjBefmEXa3BQ,Nudy's Cafe - Chadds Ford,Chadds Ford,PA,19317,3.5,"Breakfast & Brunch, Restaurants, American (Traditional)",63,3659,197674,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3c9TiufCFT2yXXj3R08Vwg,Snellgroves Restaurant,Plant City,FL,33563,3.5,"Southern, American (New), Breakfast & Brunch, Restaurants",64,9967,56756,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
uKEabBQrn0gLzvTppOrKIA,Casita Taqueria,Saint Petersburg,FL,33704,4.5,"Mexican, Restaurants",207,8038,145715,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
8JEOmVGQffkr6xtn4vvplQ,Pita Kebob,Ruskin,FL,33570,4.0,"Kebab, Mediterranean, Middle Eastern, Lebanese, Restaurants, Greek, Food",142,9788,71811,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,Conshohocken,PA,19428,4.0,"Italian, Restaurants",135,8479,122717,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
jsQQu9rVerR3OGxIa0hRQQ,Kelly's Taproom,Bryn Mawr,PA,19010,3.0,"Bars, Beer Bar, American (Traditional), Nightlife, Pubs, Burgers, Restaurants",63,7378,191504,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
sophKEDc2rBDe-cuOaJDkA,365 Caffe Italiano,Wesley Chapel,FL,33543,4.5,"Breakfast & Brunch, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Creperies, Gelato, Comfort Food, Sandwiches, Restaurants, Cafes",127,9822,99790,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
dBCNUSbz5-8nQNrxWo5deg,Blue Sage Vegetarian Grille,Southampton,PA,18966,4.5,"Restaurants, Vegan, Vegetarian",572,13591,123059,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,Tampa,FL,33629,4.0,"Japanese, Sushi Bars, Food, Restaurants, Asian Fusion, Poke, Acai Bowls",325,10441,178207,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
sWCCxY1-9B1FGlSVeQvnHg,CD Roma Restaurant,St Petersburg,FL,33710,4.0,"Restaurants, Wine Bars, Italian, Food, Sandwiches, Nightlife, Breweries, Bars, Pizza",125,14369,83121,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,Philadelphia,PA,19143,4.0,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",301,24632,56396,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
gl9APAes1BYYt_8UsDVsPg,Ted's Luncheonette,Largo,FL,33770,4.0,"Breakfast & Brunch, Restaurants",37,11561,66174,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
LVteL0Rnh2E_yOFCLJUPhg,Double Decker Pizza - Media,Media,PA,19063,4.0,"Pizza, Seafood, Restaurants, Mexican, Italian, Burgers, Salad, Greek, Sandwiches",88,14697,134722,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,Philadelphia,PA,19130,4.5,"Trinidadian, Caribbean, Restaurants, Seafood",138,14431,121662,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
RrqRin8BYGrTlJbCDwtLzA,Wawa,Philadelphia,PA,19104,3.5,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",50,16508,46430,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
rBE5TT_ndOOczNBrbRnJwA,Dio Modern Mediteranean,Tampa,FL,33602,4.0,"Greek, Restaurants, Mediterranean",325,8599,109306,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
oRZzKWdyMQld6N_y4UWkAg,Terra Sur Cafe,Tampa,FL,33624,4.0,"Latin American, Restaurants, Peruvian, Seafood",316,15043,89008,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
dUctvEfHQccW_uxtRup2QQ,Tsunami Japanese Steakhouse,Saint Petersburg,FL,33710,3.0,"Steakhouses, Restaurants, Sushi Bars, Japanese",212,14369,83121,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
K5ffo0hkwhG33BDNQrJF6A,Slate Bleu Restaurant,Doylestown,PA,18901,4.0,"Restaurants, French",105,10486,133441,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,Philadelphia,PA,19128,3.0,"Restaurants, Pizza",54,16980,95665,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
H2nFgEFitRk7ltE8IRH0xA,Taco Bell,Tampa,FL,33609,2.5,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos",42,8497,140410,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
T9n_LqUUhC2b1ALhg57Y5Q,Texas Roadhouse,Bensalem,PA,19020,4.0,"Steakhouses, Barbeque, Restaurants, American (Traditional), Food",240,21379,94744,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,Philadelphia,PA,19111,4.5,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",116,24355,69823,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
Ea2hPSFazxXITET4f6ZJhw,Beef 'O' Brady's,Lutz,FL,33549,3.0,"American (Traditional), Pubs, Chicken Wings, Sports Bars, Sandwiches, Bars, Restaurants, Nightlife, Breakfast & Brunch",46,6883,93450,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,Wayne,PA,19087,4.5,"Restaurants, Pizza, Italian",126,11749,196760,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
_HcAoG6Jj_XTj4-XNEbo6Q,Fuzzy's Taco Shop,Tampa,FL,33617,3.0,"Sports Bars, Breakfast & Brunch, Mexican, Nightlife, Tex-Mex, Restaurants, Sandwiches, Bars",172,19281,59581,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,Philadelphia,PA,19107,4.0,"Restaurants, Cajun/Creole",485,7823,91522,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,Philadelphia,PA,19147,4.5,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",159,18239,128426,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
isbeaPln-E0DdffLRsuFhw,Francisco's On The River,Washington Crossing,PA,18977,4.0,"Specialty Food, Mediterranean, Restaurants, Italian, Food",109,1745,233722,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,Philadelphia,PA,19118,3.0,"Breakfast & Brunch, Restaurants",151,4651,148898,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,Folsom,PA,19033,4.0,"Burgers, Restaurants",48,3007,97819,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,Media,PA,19063,3.5,"Restaurants, Fast Food, Sandwiches, Italian",192,14697,134722,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
AaWmckcT3O1iQSAIUmzwUA,Basimo Beach Cafe,Clearwater,FL,33767,4.0,"Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Cafes, Coffee & Tea, Food",339,4049,143679,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,Philadelphia,PA,19153,2.5,"Cheesesteaks, Restaurants",172,5382,58996,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,East Norriton,PA,19401,3.0,"Bowling, Sports Bars, Restaurants, Bars, Mexican, American (Traditional), Active Life, Pubs, Nightlife",69,16282,75523,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,Jenkintown,PA,19046,4.0,"Restaurants, Sandwiches, Breakfast & Brunch, Caterers, American (New), Comfort Food, Food Trucks, Event Planning & Services, American (Traditional), Food",277,7312,142602,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,West Chester,PA,19382,4.5,"Chinese, Restaurants, Asian Fusion, Japanese, Sushi Bars, Thai",78,20429,143574,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,18917,4.0,"Restaurants, Pizza, Italian",96,960,87102,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,PA,19143,4.5,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",458,24632,56396,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
68ThEdiK0eWCEgGEmV9Tng,Southgate,Philadelphia,PA,19146,4.0,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",323,17302,108126,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
gzln_L7ch8z-Ob6autmumw,Trip's Diner,Seminole,FL,33772,4.0,"Salad, Restaurants, Breakfast & Brunch, Diners, Burgers",223,9801,78049,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,Saint Petersburg,FL,33701,4.0,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars",264,9120,87867,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,Philadelphia,PA,19147,4.5,"Restaurants, Italian",49,18239,128426,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0oogOBGXNj39Wnl2SKoe0w,Breakfast Club,Port Richey,FL,34668,4.5,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food",80,20119,47830,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
iq0qAJ2Oc3myUTTMLseTXA,Lorenzo & Sons Pizza,West Chester,PA,19380,3.5,"Restaurants, Pizza",71,20999,136205,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
tXf6TpqHOLiwyMNbYAOOCQ,The Little Lamb,Clearwater,FL,33759,4.5,"Pubs, Gastropubs, Bars, Nightlife, American (New), Restaurants",307,7820,76453,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,Tampa,FL,33618,3.0,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars",285,12100,106081,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,Tampa,FL,33612,4.5,"Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek",345,19021,47836,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0zH0l4Jbf-oove3cLvrFOg,Vecchia Osteria,Newtown,PA,18940,4.0,"American (New), Italian, Restaurants, Event Planning & Services, Food, Coffee & Tea, Caterers",359,11515,176878,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
